Region,,,China,EU27,India,RoW,Russia,USA
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption
USA,Activity,Processed rice,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of Food products nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of dairy products,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of meat cattle,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of meat pigs,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of meat poultry,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of nuclear fuel,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing vegetable oils and fats,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by Geothermal,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by biomass and waste,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by coal,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by gas,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by nuclear,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by petroleum and other oil derivatives,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Production of electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of meat products nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Public administration and defence; compulsory social security (75),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Publishing, printing and reproduction of recorded media (22)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Pulp,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Quarrying of sand and clay,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Quarrying of stone,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Raw milk,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of ash into clinker,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary aluminium into new aluminium,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary glass into new glass,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary lead into new lead,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary paper into new pulp,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary plastic into new plastic,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary steel into new steel,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary wood material into new wood material,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Real estate activities (70),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Recreational, cultural and sporting activities (92)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Recycling of bottles by direct reuse,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Recycling of waste and scrap,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Research and development (73),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Retail sale of automotive fuel,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Sea and coastal water transport,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Steam and hot water supply,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Sugar refining,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Transmission of electricity,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Transport via railways,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Waste water treatment, food",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Waste water treatment, other",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Wool, silk-worm cocoons",0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Additives/Blending Components,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Air transport services (62),8454.24460661,877.708052263,73.906452,1063.269226302,132.271765373,478.0684991
China,Commodity,Aluminium and aluminium products,76962.00242,34925.36262290615,10824.10906,13146.54111605,379.2745016,694.9910364
China,Commodity,Aluminium ores and concentrates,129620.7249,0.0,0.0,0.0,0.0,0.0
China,Commodity,Animal products nec,247490.06671563,8940.4180635074,2042.021590717,11428.056351780147,434.841412349,2232.8636990510004
China,Commodity,Anthracite,-381617.6859,0.0,0.0,0.0,0.0,0.0
China,Commodity,Ash for treatment; Re-processing of ash into clinker,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Aviation Gasoline,1.12e-10,3000.112754970001,8.75e-15,15.20335837000442,0.0,31.36219669
China,Commodity,BKB/Peat Briquettes,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Basic iron and steel and of ferro-alloys and first products thereof,5675424.6984,75696.772658867,598642.7714,376608.0139805,141.142297,14555.06368
China,Commodity,Beverages,10093710.4937,1777.3625462900004,1373.29875888,91295.62273965291,862.945689912,4420.559443470001
China,Commodity,Biodiesels,52474.801585,0.0,0.0,0.0,0.0,0.0
China,Commodity,Biogas,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Biogasoline,166440.92176,0.0,0.0,0.0,0.0,0.0
China,Commodity,Bitumen,4407940.774,0.0,1387.879198,43475.76904439001,132.6386251,452.0690351
China,Commodity,Blast Furnace Gas,896849365.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Bottles for treatment; Recycling of bottles by direct reuse,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Bricks; tiles and construction products; in baked clay,234554.2939993,186.8907158159979,498.941747,885.4467935846,235.13094126,59.697021
China,Commodity,Cattle,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Cement; lime and plaster,6683902.6266634,11797.613115254,12077.51592,48647.538190923,22351.2642952,4200.8816321
China,Commodity,Ceramic goods,166666.34892335,32334.470330096,927.9202554,57625.17871207,5569.502314,53592.4869931
China,Commodity,Cereal grains nec,9343914.4112,1460.732007196,459.459699639,19265.762887952,41.008785462,473.4458051
China,Commodity,Charcoal,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Chemical and fertilizer minerals; salt and other mining and quarrying products n.e.c.,871741.5309,46750.35131954,0.0,111352.78520296,103653.96,665.758694
China,Commodity,Chemicals nec,17196190.802543,6436084.840907717,1597248.1800900002,6801253.75440701,237385.617435,2707511.97798774
China,Commodity,Coal Tar,3738535.129,0.0,0.0,0.0,0.0,0.0
China,Commodity,Coke Oven Coke,13024002.3275,134259.8005700181,0.0,468928.0986493,1112.599705,498.7209523
China,Commodity,Coke oven gas,18511235.193,0.0,0.0,0.0,0.0,0.0
China,Commodity,Coking Coal,15291794.95,2.82839e-13,395.3220301,26991.739118982,1.47e-22,7.33e-15
China,Commodity,Collected and purified water; distribution services of water (41),10188.42449,0.0,0.0,0.0,0.0,0.0
China,Commodity,Computer and related services (72),72110.13318585999,22.86742982,26.666360237,596.523298049,0.0,141.3528716
China,Commodity,Construction work (45),1319172.034758502,1532.695998379,45.239325685,4552.80166154,418.25121556500005,242.1687696
China,Commodity,Copper ores and concentrates,126984.8971,0.0,0.0,0.0,0.0,0.0
China,Commodity,Copper products,18059.52848,192.937528204,1177.9323434,1040.848117671,79.23255781,53.19335604
China,Commodity,Crops nec,2025.9588983,76.34640158306671,44.95076609,326.528521418,28.218991592,13.799545381
China,Commodity,Crude petroleum and services related to crude oil extraction; excluding surveying,-466405.772676618,0.0,0.0,26.236841092,0.0,33.50979327
China,Commodity,Dairy products,435880.274286,2006.9893619312,1686.14440225,18473.833884187,22.313170989,939.454889534
China,Commodity,Distribution and trade services of electricity,12744.48477,0.0,0.0,0.0,0.0,0.0
China,Commodity,Distribution services of gaseous fuels through mains,9132.567598,0.0,0.0,0.0,0.0,0.0
China,Commodity,Education services (80),323783.25668,86.596359625,7.294239865,112.472151982,3.190325125,10.06820085
China,Commodity,Electrical machinery and apparatus n.e.c. (31),62254099.70999999,1294475.15587003,469983.80691900005,7123753.7771774605,3291.24383252,2218369.88216
China,Commodity,Electricity from fossil fuels,2896300.06888,0.0,0.0,19114.830851460003,164.12900776900003,0.0
China,Commodity,Electricity from nuclear,93058.38366,0.0,0.0,579.1478087,3.677107174,0.0
China,Commodity,Electricity from renewables,567782.200942728,0.0,0.0,3676.987729364,33.483716796,0.0
China,Commodity,Electrolyser,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Ethane,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Fabricated metal products; except machinery and equipment (28),5918221.59096042,872201.7535731209,193121.166187,2980873.974958407,401958.004,602903.57509
China,Commodity,Financial intermediation services; except insurance and pension funding services (65),15207.766434100002,77.876916869,5.143356247,102.871646739,0.495683251,8.710634192
China,Commodity,Fish and other fishing products; services incidental of fishing (05),606571.7796304999,1042.288163799,88.16740760799999,79845.85876457625,361.042151681,1142.587827776
China,Commodity,Fish products,1796937.71189,0.0,0.0,0.0,0.0,0.0
China,Commodity,Food products nec,56773321.627,441421.7871697311,37057.0736649,26442758.441807248,3062361.279177,513027.55540509
China,Commodity,Food waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Food waste for treatment: composting and land application,312041.44011,0.0,0.0,0.0,0.0,0.0
China,Commodity,Food waste for treatment: incineration,221238.5537,0.0,0.0,0.0,0.0,0.0
China,Commodity,Food waste for treatment: landfill,28569894.092,0.0,0.0,0.0,0.0,0.0
China,Commodity,Food waste for treatment: waste water treatment,280271.5151,0.0,0.0,0.0,0.0,0.0
China,Commodity,Foundry work services,28833.65836,0.0,0.0,0.0,0.0,0.0
China,Commodity,Furniture; other manufactured goods n.e.c. (36),20712723.09661,2519350.507212953,163076.59590010002,5845980.621847883,41842.4433251,5983584.35784
China,Commodity,Gas Coke,1963085.881,0.0,0.0,0.0,0.0,0.0
China,Commodity,Gas Works Gas,2741971.49706,0.0,0.0,0.0,0.0,0.0
China,Commodity,Gas/Diesel Oil,9712326.9741,40958.4582579,1983.1685683,834954.770387281,14305.198525999998,11482.645027
China,Commodity,Gasoline Type Jet Fuel,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Glass and glass products,441249.76043314,3262.2735816945,3805.005769139,41272.36257453,1688.10712074,46135.0119972
China,Commodity,Health and social work services (85),293649.20758,146.354372329,12.641951532,194.111706825,5.038566701000001,20.33180501
China,Commodity,Heavy Fuel Oil,492951.35473590007,1141443.423865598,13362.07201,537949.7233158901,924.6192777,23446.25845
China,Commodity,Hotel and restaurant services (55),79466.00339668001,6009.828618607,412.39174957,7095.869718981,491.37667126,5393.765992
China,Commodity,Inert/metal/hazardous waste for treatment: landfill,10484428.209083514,0.0,0.0,0.0,0.0,0.0
China,Commodity,Inland water transportation services,430.314961462,3.1540558976269644,0.1936914739999999,3.3453471522400005,0.0970330079999999,0.312455221
China,Commodity,Insurance and pension funding services; except compulsory social security services (66),68114.52390795,527.972814651,17.110198791000002,508.420038468,9.480227084,161.1073053
China,Commodity,Intert/metal waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Iron ores,4590790.166,0.0,0.0,0.0,0.0,0.0
China,Commodity,Kerosene,2937537.6356,142489.511975456,25831.89417,1892657.338179838,1186.847144,3081.1993932
China,Commodity,Kerosene Type Jet Fuel,213796.28274,436645.46002347016,0.0,54449.51025856745,38423.46136,0.0
China,Commodity,Lead; zinc and tin and products thereof,83883.214488,1701.047884513,1451715.95488,16444.250391098,134.9568999,222.2575244
China,Commodity,Lead; zinc and tin ores and concentrates,282168.1596,0.0,0.0,0.0,0.0,0.0
China,Commodity,Leather and leather products (19),223103.2273782,56964.786570452,2782.9482419100004,163001.568815648,16954.851139013,114508.4859149
China,Commodity,Lignite/Brown Coal,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Liquefied Petroleum Gases (LPG),9482092.65563,540.86966813,14684.48441,68383.4037640985,73.31939725000001,10652.940396
China,Commodity,Lubricants,10940421.472,912.454692254,2988.066132,54490.296047273,0.0,515.707199679
China,Commodity,Machinery and equipment n.e.c. (29),109555697.3829748,4559226.540571596,1501242.5885120002,17273970.752733838,1240401.710616,7576248.61857
China,Commodity,Manure (biogas treatment),0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Manure (conventional treatment),0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Meat animals nec,0.0,2.097169469,0.0,1.29e-15,0.0,0.0
China,Commodity,Meat products nec,355849.700570456,1110.996659867365,1.144405065,4858.758899953,5.258456868000001,367.5849831276
China,Commodity,Medical; precision and optical instruments; watches and clocks (33),1736338.0630800002,310454.394056298,49670.538221,1158246.288165626,4967.67052775,352557.925804
China,Commodity,Membership organisation services n.e.c. (91),74264.081831,23.6778663040186,0.827861269,32.097227264000004,0.220966206,3.292379422
China,Commodity,Motor Gasoline,52899219.516,39731.760861902,43738.69144,4155200.21366973,21830.3167616,17678.23832531
China,Commodity,Motor vehicles; trailers and semi-trailers (34),227723.966668,2218.8780668970003,762.0560915799999,14979.158007214,340.747377839,6205.57518033
China,Commodity,N-fertiliser,27279.66152314,4966.086658243,0.0,52870.82762761912,0.0,2.626604262
China,Commodity,Naphtha,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Natural Gas Liquids,4.06e-11,0.0,0.0,0.0,0.0,0.0
China,Commodity,Natural gas and services related to natural gas extraction; excluding surveying,11606129.87227,15.563922088000002,113.2014289,326375.814973816,0.8175279,95.646595092
China,Commodity,Nickel ores and concentrates,1806.022809,0.0,0.0,0.0,0.0,0.0
China,Commodity,Non-specified Petroleum Products,518401.4712,146514.57821383,19.09115685,205862.012994789,11171.68731,42517.52778
China,Commodity,Nuclear fuel,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Office machinery and computers (30),8863869.681630593,857380.047352442,39490.6330441,3004747.6421239404,18602.939653740003,2357061.9212
China,Commodity,Oil seeds,746725.68411,4264.750454954,22.31943736,3020.201024535,0.159882434,1571.458014
China,Commodity,Oil/hazardous waste for treatment: incineration,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Other Bituminous Coal,260501912.88,32315.070022685,104430.34998,288463.995994903,5.176646148,235.668941
China,Commodity,Other Hydrocarbons,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Other Liquid Biofuels,3494.912849,35.356187362,0.0,3364.840249395,0.0,0.0
China,Commodity,Other business services (74),53946.63497,444.320351374,159.11204874,449.756608077,0.026119612,128.7695069
China,Commodity,Other land transportation services,12443.104317,224.683115251,20.765356146,189.821316198,11.075363833,25.1719941
China,Commodity,Other non-ferrous metal ores and concentrates,47591.66012,0.0,0.0,0.0,0.0,0.0
China,Commodity,Other non-ferrous metal products,33176.262045,4511.19063438,37539.390483,10228.280914122,237.9310646,486.1266665
China,Commodity,Other non-metallic mineral products,1276361.8964,820868.844573403,88488.90309691,723682.45855621,137820.032374,174859.6908784
China,Commodity,Other services (93),64180.016940713,31.2146538,2.251256367,59.421144619,0.0,7.973355443
China,Commodity,Other transport equipment (35),99869.830044874,4995.82066166,834.2316253390001,13033.764238947,57.087845995,1717.86472788
China,Commodity,Other waste for treatment: waste water treatment,40208851.723,0.0,0.0,0.0,0.0,0.0
China,Commodity,Oxygen Steel Furnace Gas,319994.0649,0.0,0.0,0.0,0.0,0.0
China,Commodity,P- and other fertiliser,168650.96585,655.946780615,0.0,55126.761447179,21.759850382,271.7621199
China,Commodity,Paddy rice,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Paper and paper products,4637473.62731,289304.63732363,100600.63223,1322817.889382328,54840.9772861,423241.058859
China,Commodity,Paper and wood waste for treatment: composting and land application,6676.040893702,0.0,0.0,0.0,0.0,0.0
China,Commodity,Paper for treatment: landfill,2816459.31472089,0.0,0.0,0.0,0.0,0.0
China,Commodity,Paper waste for treatment: biogasification and land application,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Paper waste for treatment: incineration,1621853.09316029,0.0,0.0,0.0,0.0,0.0
China,Commodity,Paraffin Waxes,871669.3996,6632.100424285,0.0,7779.563698263,20.20846361,1410.126376
China,Commodity,Patent Fuel,-5182444.95,0.0,0.0,0.0,0.0,0.0
China,Commodity,Peat,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Petroleum Coke,2894764.885,1511.7429792849998,7551.670354,39696.062460316,0.017334645,432.9304505
China,Commodity,Pigs,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Plant-based fibers,4302.932959005,5.47654540900189,0.0,170.43879599661,0.0,0.0
China,Commodity,Plastic waste for treatment: incineration,9688406.867266862,481759.450318692,2673.6110435,589905.996234191,1062.5079322,79095.74917
China,Commodity,Plastic waste for treatment: landfill,1250825.871881,0.0,0.0,0.0,0.0,0.0
China,Commodity,Plastics; basic,819783.5504093,247479.172620161,72080.802433,893504.614898024,70013.197426,3316.038605
China,Commodity,Post and telecommunication services (64),5519.334994403,160.722310526,13.557480381,173.187582837,19.32899244,18.248101
China,Commodity,Poultry,4952479.921,0.0,0.0,282.6528639,0.0,0.0
China,Commodity,Precious metal ores and concentrates,261.4861378,5.095677706,0.0,0.000898339,0.0,0.0
China,Commodity,Precious metals,718.192830068,0.9406860535286312,61.834929233,29.976268539433303,7.762e-09,0.344360943
China,Commodity,Printed matter and recorded media (22),1606707.50333,49429.327824859,5811.4095499000005,145073.351082704,3915.7531395,66821.54320750001
China,Commodity,Private households with employed persons (95),13201.45898,74.485838113,0.0,12097.025021,0.0,3322.165499
China,Commodity,Processed rice,48245526.47321,0.93816872,0.063631361,276.0176465360115,5.051055679999999,5.563399892
China,Commodity,Products of forestry; logging and related services (02),60857963.18685,489226.736373668,663760.9809245289,1734712.8136935,38101.872648789,42202.9191918
China,Commodity,Products of meat cattle,728002.0417,1115.7400765750008,0.0,40182.957994005,42.169210828,0.0
China,Commodity,Products of meat pigs,6815057.462499999,616.7609240860043,290.630092951,43608.116313563,2.7957955790000004,0.533477528
China,Commodity,Products of meat poultry,1018613.63823,33950.39063929707,9.247695094,229829.460617672,117.896333854,16947.987740035
China,Commodity,Public administration and defence services; compulsory social security services (75),474058.9045708,154.039834351,23.84785988,257.522871575,17.991711494,56.852732200000005
China,Commodity,Pulp,110854.87057,263.47445934800004,8461.6649333,1688.4450493681738,1139.644548354,381.4678707
China,Commodity,Radio; television and communication equipment and apparatus (32),10151235.82041,2508588.44677204,530238.15457,9263202.861740127,55785.0220261,1674589.115944
China,Commodity,Railway transportation services,9863.56270759,68.838729942,2.672446686,67.789995989,7.792719525,1.642082232
China,Commodity,Raw milk,2641679.40546,0.0,0.0,0.0,0.0,0.0
China,Commodity,Real estate services (70),275430.86419549,614.213948421,120.5085013,642.525516804,10.687207454,92.60310924
China,Commodity,Recreational; cultural and sporting services (92),50673.41766,66.040531456,1.811657735,48.110618741,5.041745743,5.579834928
China,Commodity,Refinery Feedstocks,0.0,0.0,0.0,0.0,0.0,0.0
China,Commodity,Refinery Gas,10751.16443,0.0,0.0,0.0,0.0,0.0
China,Commodity,Renting services of machinery and equipment without operator and of personal and household goods (71),10349.462217199998,48.1192923995,9.66025837,39.559890200000005,0.0,6.786974682
China,Commodity,Research and development services (73),40580.7174,320.627660791,15.76200297,268.578980727,12.59028678,17.50659243
China,Commodity,Retail  trade services; except of motor vehicles and motorcycles; repair services of personal and household goods (52),36626.829728,94.57180158,20.3589383,585.8534306619999,20.228619707,21.96404931
